"table_catalog","table_schema","table_name","column_name","ordinal_position","column_default","is_nullable","data_type","character_maximum_length","character_octet_length","numeric_precision","numeric_precision_radix","numeric_scale","datetime_precision","interval_type","interval_precision","character_set_catalog","character_set_schema","character_set_name","collation_catalog","collation_schema","collation_name","domain_catalog","domain_schema","domain_name","udt_catalog","udt_schema","udt_name","scope_catalog","scope_schema","scope_name","maximum_cardinality","dtd_identifier","is_self_referencing","is_identity","identity_generation","identity_start","identity_increment","identity_maximum","identity_minimum","identity_cycle","is_generated","generation_expression","is_updatable"
"vitalsigns","public","piigeo_yieldslab","uuid","1","","NO","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","piigeo_yieldslab","eplot_no","2","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","piigeo_yieldslab","hh_no","3","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","uuid","1","","NO","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","parent_uuid","2","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","survey_uuid","3","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","mass","4","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","crust","5","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","disturbed","6","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","downed","7","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","dung","8","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","herbaceous","9","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","herbaceous_erosion","10","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","litter","11","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","porous","12","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","rooted","13","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","13","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","sealed","14","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","sodic","15","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","15","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","stone","16","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","16","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","subplot","17","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","17","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","termite","18","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","18","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","densiometer_e","19","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","19","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","densiometer_n","20","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","20","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","densiometer_s","21","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","21","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot","densiometer_w","22","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","22","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","uuid","1","","NO","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","parent_uuid","2","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","survey_uuid","3","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_02_1","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_02_2","5","","YES","numeric","","","","10","","","","","","","","","","","","","","vitalsigns","pg_catalog","numeric","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_03_1","6","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_03_2","7","","YES","numeric","","","","10","","","","","","","","","","","","","","vitalsigns","pg_catalog","numeric","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_04","8","","YES","numeric","","","","10","","","","","","","","","","","","","","vitalsigns","pg_catalog","numeric","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_05_1","9","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_05_2","10","","YES","numeric","","","","10","","","","","","","","","","","","","","vitalsigns","pg_catalog","numeric","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_05a","11","","YES","numeric","","","","10","","","","","","","","","","","","","","vitalsigns","pg_catalog","numeric","","","","","11","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_06_1","12","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","12","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_06_2","13","","YES","numeric","","","","10","","","","","","","","","","","","","","vitalsigns","pg_catalog","numeric","","","","","13","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_item","14","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","14","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_food","hh_k_item_other","16","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","16","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","uuid","1","","NO","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","parent_uuid","2","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","survey_uuid","3","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","subplot","4","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","rank","5","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","5","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","tax","6","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","6","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","tree_photo","7","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","stembark_photo","8","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","branch_photo","9","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","9","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","eplot_subplot_vegetation","leaf_photo","10","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","10","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_individual","uuid","1","","NO","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","1","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_individual","parent_uuid","2","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","2","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_individual","survey_uuid","3","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","3","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_individual","ind_refno","4","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","4","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_individual","hh_b02","7","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","7","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_individual","hh_b03","8","","YES","date","","","","","","0","","","","","","","","","","","","vitalsigns","pg_catalog","date","","","","","8","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household_individual","hh_b04","9","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","9","NO","NO","","","","","","","NEVER","","YES"
